SalesID,OrderID,OrderDate,ProductID,CustomerID,RegionID,ShipMode,Quantity,Discount,SalesAmount,Profit,LocationID,FeedbackProvided
110876,AZ-2014-7938623,2014-09-20,1451,469,3,Economy Plus,4,,681.0,259.0,1956,True
110448,AZ-2011-3304186,2011-04-18,1362,184,2,Economy Plus,4,0.4,58.0,-37.0,1513,True
107365,AZ-2014-7242450,2014-04-15,536,194,2,Economy,6,,652.0,13.0,1566,False
111309,AZ-2012-5138452,2012-12-26,1539,239,2,Economy Plus,4,,183.0,84.0,1958,False
109935,AZ-2012-5235693,2012-06-28,1217,289,3,Immediate,3,,196.0,72.0,1509,False
112161,AZ-2013-393672,2013-02-20,1708,667,3,Economy,3,,48.0,5.0,1386,False
106869,AZ-2013-5949535,2013-08-22,422,155,1,Economy Plus,3,,441.0,207.0,1873,True
106059,BN-2011-7176889,2011-09-03,275,185,1,Economy,2,0.5,51.0,-32.0,1406,False
112493,AZ-2012-1696586,2012-06-28,1764,509,1,Economy,3,,82.0,23.0,1936,True
110763,BN-2013-9709500,2013-12-28,1415,298,2,Priority,2,0.6,41.0,-29.0,1811,False
112545,AZ-2013-6450064,2013-05-12,1769,287,3,Economy,3,,38.0,17.0,1313,True
105667,AZ-2013-6302764,2013-05-03,192,528,3,Economy,3,,26.0,12.0,1868,False
107468,AZ-2012-3337220,2012-10-11,569,542,3,Priority,3,0.1,28.0,5.0,1992,False
106219,AZ-2013-9258078,2013-06-10,291,571,3,Economy Plus,4,0.5,24.0,-24.0,1224,True
109623,AZ-2014-5976427,2014-10-30,1124,346,3,Economy,2,,46.0,7.0,1739,True
112714,AZ-2011-6296469,2011-05-12,1795,15,3,Economy,4,0.5,53.0,-18.0,1195,True
109341,AZ-2011-9747557,2011-06-20,1024,424,2,Economy,2,,17.0,8.0,1531,True
105836,AZ-2013-5049068,2013-12-25,253,565,3,Economy Plus,4,,220.0,77.0,1722,True
110437,AZ-2013-3198739,2013-10-29,1358,739,2,Economy,4,0.1,436.0,164.0,1839,False
112256,AZ-2014-6791682,2014-07-30,1724,359,2,Economy,6,,302.0,75.0,1792,True
108592,AZ-2012-1128813,2012-03-05,829,177,3,Economy Plus,2,0.1,852.0,180.0,1840,True
112646,AZ-2012-3768744,2012-07-18,1781,129,2,Immediate,3,,18.0,6.0,1395,False
111387,AZ-2014-8890800,2014-09-20,1555,182,2,Economy,2,,394.0,146.0,1243,True
107811,BN-2014-5698928,2014-05-02,642,474,3,Economy,5,0.5,82.0,-39.0,1448,True
105131,BN-2013-2153787,2013-06-12,84,206,1,Priority,9,0.6,72.0,-24.0,1875,True
109486,AZ-2011-2389500,2011-06-29,1079,135,3,Economy,12,,554.0,144.0,1131,False
107146,AZ-2014-9550736,2014-05-27,468,582,3,Economy,11,,916.0,192.0,1439,False
108818,AZ-2011-340357,2011-12-28,900,462,3,Economy Plus,8,,69.0,8.0,1080,False
105279,AZ-2012-4158616,2012-05-13,128,567,1,Economy,3,,74.0,6.0,1226,True
107241,AZ-2013-6383663,2013-08-16,503,583,3,Priority,6,0.1,293.0,42.0,1284,True
105939,AZ-2011-297789,2011-12-08,262,574,3,Economy Plus,2,,59.0,21.0,1767,True
104857,BN-2011-5662753,2011-12-01,16,283,1,Priority,7,0.5,180.0,-90.0,1200,False
106205,AZ-2014-8297343,2014-08-29,290,634,2,Immediate,4,,48.0,20.0,1382,False
111693,AZ-2012-982062,2012-09-28,1620,738,3,Economy Plus,2,,98.0,29.0,1956,True
112500,AZ-2012-8203288,2012-12-05,1765,274,3,Economy Plus,5,,147.0,31.0,1336,True
107368,AZ-2013-2353394,2013-12-25,537,696,3,Economy,2,,38.0,14.0,1260,True
106719,AZ-2011-7077665,2011-12-09,382,358,1,Economy,7,,874.0,341.0,1703,False
105909,BN-2011-8990099,2011-05-05,260,620,3,Economy,4,,107.0,30.0,1046,False
111328,AZ-2013-40070,2013-05-24,1541,451,3,Priority,2,,97.0,46.0,1260,False
107963,AZ-2011-2948812,2011-06-06,686,610,3,Priority,4,0.2,578.0,129.0,1676,False
106471,BN-2012-2480947,2012-10-01,315,627,2,Economy,7,,108.0,18.0,1530,False
105212,AZ-2011-2079755,2011-12-05,105,359,2,Priority,2,,17.0,7.0,1424,False
111398,AZ-2012-9886998,2012-11-23,1560,774,1,Economy,3,,1167.0,93.0,1657,True
111856,AZ-2014-1473888,2014-11-21,1641,415,1,Economy,5,,112.0,,1303,True
112578,BN-2012-1206037,2012-04-22,1773,218,1,Economy,4,0.5,29.0,-27.0,1887,True
105627,BN-2011-8153992,2011-10-28,184,179,3,Economy,6,0.1,31.0,6.0,1320,False
105436,AZ-2011-7077665,2011-12-09,160,358,1,Economy,1,,11.0,2.0,1703,False
110577,AZ-2013-997141,2013-02-25,1375,381,1,Economy Plus,2,,423.0,186.0,1303,True
109085,AZ-2013-8568485,2013-08-02,979,183,3,Economy,3,,45.0,5.0,1128,False
106211,AZ-2011-3640757,2011-09-21,290,29,2,Priority,3,,36.0,15.0,1947,True
108304,AZ-2014-4255691,2014-06-04,743,536,3,Economy,5,,238.0,117.0,1016,True
106235,AZ-2013-8958085,2013-07-12,293,169,2,Economy,2,,30.0,11.0,1811,False
109859,AZ-2011-838467,2011-02-02,1197,528,3,Priority,8,0.5,584.0,-59.0,1224,False
112753,BN-2011-2650591,2011-06-17,1807,370,3,Economy,8,,210.0,42.0,1982,False
109449,AZ-2014-186904,2014-04-09,1067,309,3,Economy,2,,53.0,18.0,1928,True
108144,BN-2014-7867544,2014-07-07,714,545,3,Economy,1,0.1,23.0,4.0,1705,True
111200,AZ-2014-7702774,2014-06-09,1529,448,3,Immediate,3,,74.0,29.0,1966,True
104823,AZ-2012-9340970,2012-09-28,13,53,2,Economy,3,,152.0,17.0,1379,True
106469,AZ-2012-4238116,2012-11-10,315,121,1,Economy,2,,31.0,5.0,1931,True
110365,AZ-2011-7479897,2011-11-03,1334,76,3,Economy,2,,537.0,145.0,1336,True
106066,AZ-2014-4622829,2014-11-06,276,601,2,Economy,2,,103.0,18.0,1811,False
109269,AZ-2013-6487412,2013-03-01,1003,87,3,Priority,1,0.1,371.0,115.0,1767,True
112682,AZ-2014-176207,2014-06-27,1786,25,3,Economy,5,,32.0,8.0,1693,True
108267,AZ-2013-1305763,2013-08-17,731,176,3,Economy,4,,112.0,46.0,1666,False
106688,AZ-2014-9173852,2014-11-22,372,787,3,Economy,2,0.1,223.0,27.0,1902,True
105051,AZ-2013-5973839,2013-02-08,66,127,2,Economy,4,,178.0,52.0,1072,False
109776,AZ-2014-115654,2014-08-19,1177,534,3,Priority,4,0.1,102.0,10.0,1320,True
110386,AZ-2014-2446526,2014-06-05,1339,294,1,Economy,4,0.1,181.0,8.0,1168,True
108157,AZ-2014-115654,2014-08-19,716,534,3,Priority,2,0.2,332.0,100.0,1320,True
109534,BN-2012-4439076,2012-10-16,1097,81,2,Economy,7,0.4,362.0,-121.0,1925,True
109348,AZ-2013-9571579,2013-11-02,1027,296,1,Economy,5,,232.0,23.0,1695,True
109723,AZ-2014-8014717,2014-09-16,1159,773,1,Economy,7,,1716.0,309.0,1479,True
108075,BN-2014-2777881,2014-11-24,708,247,3,Immediate,2,0.2,220.0,-19.0,1320,False
105439,AZ-2013-8949269,2013-08-06,160,705,3,Priority,2,,21.0,5.0,1684,False
105480,AZ-2012-464926,2012-08-31,163,744,3,Economy Plus,2,,23.0,8.0,1672,True
109084,BN-2013-9700722,2013-01-18,979,187,1,Economy,5,0.5,38.0,-29.0,1887,True
109384,BN-2012-3780400,2012-05-18,1042,432,2,Economy,3,,297.0,104.0,1149,True
111761,AZ-2012-9764957,2012-05-11,1631,463,3,Economy,4,0.1,171.0,6.0,1336,True
105022,AZ-2011-9598217,2011-04-18,57,582,3,Economy,5,,81.0,24.0,1336,True
105993,AZ-2013-5416676,2013-10-03,268,620,1,Economy,1,,15.0,3.0,1994,True
110995,BN-2011-5791319,2011-11-19,1486,94,2,Economy Plus,4,,159.0,6.0,1535,False
108963,AZ-2014-6423763,2014-12-19,947,715,3,Economy,3,0.1,224.0,87.0,1598,True
111702,AZ-2013-162732,2013-12-19,1622,322,3,Economy,7,,343.0,154.0,1647,False
109765,AZ-2012-9551282,2012-07-05,1172,626,3,Priority,5,,519.0,73.0,1578,True
112013,AZ-2014-5388375,2014-12-29,1668,2,2,Economy,2,0.1,131.0,45.0,1540,True
106506,BN-2012-834682,2012-06-15,318,171,3,Economy,2,0.5,49.0,-21.0,1295,False
112563,AZ-2012-3093353,2012-07-06,1771,217,3,Economy,3,,35.0,8.0,1080,False
112399,AZ-2011-8335226,2011-12-15,1749,450,3,Economy,3,0.2,488.0,67.0,1320,True
110389,BN-2014-291873,2014-03-06,1341,71,2,Priority,9,0.4,263.0,-31.0,1648,True
106768,AZ-2012-6238242,2012-01-25,391,509,3,Economy,5,,231.0,97.0,1956,False
111336,AZ-2011-8968615,2011-06-18,1543,414,3,Economy,2,,338.0,139.0,1956,True
107842,AZ-2014-9082134,2014-12-25,652,525,3,Immediate,2,,170.0,73.0,1532,False
104786,BN-2012-9766110,2012-11-12,8,501,3,Economy,5,0.5,34.0,-14.0,1879,False
112447,AZ-2011-1087704,2011-09-15,1757,725,3,Economy,3,,76.0,11.0,1767,False
108820,AZ-2014-7801536,2014-01-17,900,27,3,Economy,2,,17.0,2.0,1666,False
109484,AZ-2013-7342591,2013-05-06,1078,146,2,Priority,2,,87.0,4.0,1287,True
107640,AZ-2014-6791682,2014-07-30,596,359,2,Economy,1,0.1,179.0,77.0,1792,True
111272,AZ-2013-2055109,2013-01-23,1534,446,3,Economy Plus,6,,67.0,16.0,1444,False
105975,AZ-2014-6356102,2014-09-08,266,283,3,Economy Plus,9,,290.0,110.0,1194,True
106381,AZ-2013-6711717,2013-06-12,306,666,3,Economy,3,,79.0,32.0,1133,True
107727,AZ-2013-5764612,2013-12-07,614,165,3,Priority,3,0.1,127.0,41.0,1672,False
108809,BN-2013-48132,2013-06-06,897,627,2,Economy,2,0.2,735.0,-184.0,1837,False
110482,AZ-2011-8737,2011-12-19,1365,215,3,Economy Plus,4,0.1,83.0,2.0,1238,True
110600,AZ-2013-6541057,2013-07-26,1378,627,1,Economy Plus,1,,63.0,19.0,1405,False
106882,AZ-2011-2730322,2011-10-04,427,632,3,Economy,4,0.2,1292.0,-137.0,1183,False
112376,AZ-2012-6068382,2012-01-13,1746,507,1,Economy Plus,3,,612.0,159.0,1852,False
107248,BN-2013-9125930,2013-06-05,505,93,3,Economy Plus,1,0.5,71.0,-59.0,1486,False
106410,AZ-2014-561709,2014-01-01,309,530,3,Economy Plus,1,,30.0,,1605,False
105810,AZ-2012-2227616,2012-09-24,251,425,2,Economy Plus,5,,269.0,21.0,1788,True
110776,BN-2011-3102464,2011-09-21,1420,385,3,Economy Plus,3,0.1,1182.0,499.0,1290,True
110611,AZ-2013-1085752,2013-12-27,1379,176,2,Economy,2,0.4,75.0,-40.0,1675,True
109101,AZ-2011-9146320,2011-09-07,981,578,2,Immediate,2,,28.0,10.0,1786,True
106345,AZ-2012-7826835,2012-12-04,303,462,1,Economy Plus,3,,57.0,13.0,1951,True
109651,AZ-2013-9221465,2013-07-08,1138,396,2,Economy Plus,3,,92.0,39.0,1811,False
106596,AZ-2013-7396799,2013-08-14,347,75,3,Economy Plus,5,0.2,814.0,96.0,1624,False
109049,AZ-2013-5458783,2013-04-11,974,273,1,Economy Plus,1,0.5,15.0,-3.0,1952,True
110115,AZ-2013-9012669,2013-09-02,1269,474,3,Priority,3,0.1,215.0,17.0,1376,True
106327,AZ-2013-3557634,2013-08-05,301,674,3,Economy,7,,398.0,60.0,1744,True
105693,AZ-2011-8155253,2011-12-23,200,346,3,Economy Plus,7,,68.0,22.0,1333,True
110351,AZ-2013-2429126,2013-10-21,1331,292,1,Priority,3,,806.0,274.0,1344,False
110941,AZ-2012-9385706,2012-05-31,1470,715,1,Economy,3,,1909.0,57.0,1667,False
110468,AZ-2014-2056021,2014-03-31,1364,399,3,Priority,2,0.1,43.0,1.0,1937,True
105563,BN-2013-9324448,2013-12-24,172,336,3,Economy,1,,14.0,5.0,1954,False
108686,BN-2012-1029771,2012-09-10,858,526,3,Economy Plus,2,0.5,180.0,-54.0,1398,True
110145,AZ-2013-6873105,2013-11-25,1276,631,3,Economy Plus,3,0.1,143.0,49.0,1793,True
106986,AZ-2012-327072,2012-04-09,441,611,1,Economy,3,0.5,21.0,-12.0,1905,True
107107,AZ-2013-7982799,2013-07-17,453,237,2,Priority,2,0.6,215.0,-247.0,1149,True
109238,BN-2014-9289926,2014-08-13,995,176,3,Economy,3,0.5,14.0,-2.0,1879,True
106545,AZ-2013-5073437,2013-03-20,329,220,1,Economy Plus,9,,2699.0,890.0,1015,False
107511,BN-2012-2790989,2012-04-26,576,466,3,Economy Plus,2,0.2,88.0,15.0,1397,True
104762,AZ-2014-2846196,2014-04-09,6,721,3,Priority,1,,15.0,7.0,1842,False
111101,AZ-2014-955637,2014-09-11,1518,645,3,Economy Plus,2,,513.0,215.0,1079,False
106065,AZ-2014-7388956,2014-11-25,276,506,1,Economy,1,0.5,26.0,-17.0,1681,True
112209,AZ-2011-9882660,2011-12-30,1717,82,1,Priority,4,,42.0,12.0,1184,True
107838,AZ-2014-2277609,2014-06-09,651,495,3,Economy,2,,163.0,81.0,1509,False
105161,AZ-2014-8900102,2014-10-07,92,117,3,Economy,3,0.2,127.0,29.0,1071,True
106963,AZ-2014-6391866,2014-09-15,438,421,3,Economy,4,,53.0,2.0,1586,True
106458,AZ-2012-1850952,2012-09-05,314,104,3,Economy,7,,101.0,33.0,1876,True
105559,AZ-2013-2961520,2013-03-15,171,231,3,Economy,7,,344.0,148.0,1975,True
108665,AZ-2012-1988121,2012-11-15,850,230,1,Economy Plus,3,,28.0,,1994,True
111449,BN-2014-5571092,2014-07-30,1574,47,3,Economy,3,,887.0,80.0,1229,True
108913,BN-2013-8210403,2013-08-31,927,55,3,Priority,2,0.1,299.0,46.0,1511,False
107155,BN-2013-6882863,2013-12-24,472,17,3,Economy,2,0.2,263.0,-28.0,1612,True
105393,BN-2013-9063982,2013-03-19,152,428,3,Immediate,2,0.2,214.0,18.0,1918,False
112335,BN-2014-1317809,2014-02-07,1736,392,1,Economy,4,0.5,47.0,-27.0,1200,False
109338,AZ-2014-5889242,2014-02-03,1022,462,3,Economy Plus,3,,22.0,11.0,1239,False
106009,BN-2013-8480413,2013-08-12,269,62,3,Economy,7,,109.0,36.0,1270,True
107510,AZ-2014-2942129,2014-11-25,576,762,3,Economy,4,,221.0,75.0,1179,True
108613,AZ-2014-5226106,2014-10-24,836,134,2,Economy,4,,35.0,16.0,1472,False
111161,AZ-2011-6919505,2011-08-11,1524,137,3,Priority,4,,64.0,3.0,1722,False
112235,AZ-2012-9453588,2012-09-10,1721,155,3,Economy,7,0.1,107.0,44.0,1509,True
110477,BN-2012-1840442,2012-09-17,1365,764,3,Immediate,3,0.1,62.0,1.0,1663,False
112617,AZ-2011-3004753,2011-11-03,1778,433,3,Economy,3,,147.0,53.0,1183,True
105827,AZ-2012-7761604,2012-09-21,253,312,1,Economy,1,0.5,27.0,-8.0,1568,False
105491,AZ-2014-8808446,2014-11-21,164,266,3,Economy,2,,25.0,2.0,1201,False
112323,BN-2014-7502802,2014-06-18,1734,673,2,Economy,2,0.4,28.0,-3.0,1530,False
106946,AZ-2012-7003401,2012-11-02,436,398,3,Economy,2,,24.0,1.0,1336,False
106943,BN-2014-3476090,2014-10-31,436,82,1,Economy Plus,6,0.1,65.0,-4.0,1168,False
106868,AZ-2011-8878816,2011-11-01,422,147,2,Economy,4,,589.0,277.0,1574,True
111874,AZ-2014-4756753,2014-11-08,1643,469,2,Economy,6,,152.0,50.0,1382,True
108567,AZ-2012-3380048,2012-06-02,823,495,3,Economy,2,0.1,134.0,4.0,1808,False
109365,AZ-2014-8957312,2014-09-11,1034,522,3,Priority,2,,57.0,28.0,1581,False
112002,AZ-2012-2124025,2012-01-13,1665,25,1,Priority,4,,1207.0,36.0,1825,True
106081,AZ-2011-816625,2011-11-08,277,176,3,Immediate,7,,368.0,70.0,1375,True
106184,AZ-2012-3515644,2012-10-15,288,462,3,Economy,2,,53.0,2.0,1826,False
106566,AZ-2011-1589827,2011-11-10,340,769,2,Priority,6,,465.0,19.0,1140,True
106678,AZ-2012-6572855,2012-03-15,368,698,3,Economy,2,0.1,743.0,256.0,1976,False
107681,AZ-2012-2293554,2012-05-24,605,574,1,Economy,2,,97.0,,1489,True
109549,AZ-2014-870440,2014-09-01,1102,583,1,Economy,6,,734.0,213.0,1226,True
112709,BN-2014-2290642,2014-07-22,1792,721,3,Economy Plus,2,0.5,30.0,-25.0,1453,False
108654,AZ-2012-5209012,2012-06-14,847,593,3,Economy Plus,9,,59.0,23.0,1105,True
105200,AZ-2014-9575428,2014-06-10,102,361,2,Economy,10,,264.0,71.0,1636,True
106954,AZ-2012-1485221,2012-02-02,436,293,3,Economy,9,,108.0,4.0,1259,True
108815,AZ-2012-4874543,2012-10-24,899,494,1,Economy,2,,17.0,6.0,1951,False
108139,AZ-2013-5078982,2013-12-18,713,679,1,Economy,5,,132.0,54.0,1041,True
112237,AZ-2013-5325504,2013-08-07,1721,437,3,Economy,1,0.1,15.0,6.0,1460,False
111585,AZ-2014-741158,2014-11-20,1602,110,1,Priority,1,,18.0,4.0,1226,False
104745,AZ-2014-9283852,2014-09-30,3,45,2,Economy,3,,90.0,17.0,1811,True
106594,AZ-2014-8495612,2014-08-28,346,71,3,Economy Plus,3,0.2,484.0,28.0,1621,False
110556,AZ-2011-8060803,2011-03-31,1373,533,1,Economy,2,,423.0,30.0,1477,False
107706,AZ-2013-3352012,2013-06-17,611,548,3,Economy,5,,240.0,43.0,1956,False
107878,AZ-2013-5594032,2013-02-25,665,749,1,Economy,4,,161.0,19.0,1041,True
112303,BN-2012-4057462,2012-07-30,1733,634,3,Economy,2,0.1,242.0,100.0,1084,True
109915,BN-2013-2606069,2013-11-04,1212,432,2,Priority,5,0.1,335.0,-30.0,1797,True
110225,BN-2012-7644341,2012-11-17,1295,199,2,Economy,5,0.6,343.0,-223.0,1323,True
105751,BN-2014-7621631,2014-11-12,225,539,2,Economy,3,0.5,174.0,-70.0,1345,True
105351,AZ-2012-7235775,2012-08-10,145,663,3,Economy Plus,1,0.2,119.0,14.0,1391,True
109834,BN-2013-2970866,2013-09-14,1191,657,2,Economy,2,0.4,96.0,-30.0,1531,True
108771,AZ-2014-2103461,2014-10-08,883,412,1,Economy,1,0.1,41.0,10.0,1168,False
105798,BN-2014-6245972,2014-08-04,246,613,3,Economy,2,0.4,674.0,-187.0,1670,False
107330,BN-2014-323564,2014-12-20,528,330,1,Economy,5,0.8,47.0,-114.0,1887,False
105576,AZ-2014-5289299,2014-01-07,176,65,1,Economy,2,,19.0,1.0,1950,False
111029,AZ-2012-3743850,2012-03-23,1498,379,2,Economy Plus,2,,56.0,27.0,1728,False
105618,AZ-2013-1947609,2013-08-07,184,279,3,Economy,5,,29.0,8.0,1608,True
108443,AZ-2011-1845681,2011-11-07,781,72,3,Economy,4,,84.0,41.0,1336,True
104824,AZ-2012-4874543,2012-10-24,13,494,1,Economy,2,,101.0,11.0,1951,False
112452,AZ-2013-8046606,2013-09-16,1759,323,3,Economy,1,,24.0,2.0,1256,False
109226,AZ-2011-1410648,2011-03-01,994,473,2,Economy,2,,18.0,3.0,1811,True
108018,BN-2012-4439076,2012-10-16,703,81,2,Economy,1,0.4,12.0,-5.0,1925,True
107749,AZ-2014-2278287,2014-11-28,619,32,3,Economy,5,,137.0,5.0,1599,False
111473,AZ-2013-3198739,2013-10-29,1581,739,2,Economy,3,,360.0,22.0,1839,False
107628,AZ-2012-7754388,2012-06-12,596,523,3,Economy,4,0.1,714.0,309.0,1820,True
110629,BN-2014-1507316,2014-05-02,1380,179,2,Economy Plus,1,0.4,37.0,-6.0,1788,True
106546,AZ-2013-8122695,2013-06-03,330,85,2,Economy Plus,5,,2594.0,1141.0,1788,False
108179,BN-2011-4260093,2011-11-01,718,748,3,Economy,5,0.1,929.0,361.0,1152,False
112245,BN-2014-5015566,2014-10-06,1723,520,1,Economy Plus,4,0.5,31.0,-3.0,1406,False
105497,AZ-2013-9185602,2013-09-25,164,5,1,Immediate,5,,62.0,6.0,1403,True
112565,AZ-2011-2948812,2011-06-06,1771,610,3,Priority,9,,104.0,25.0,1676,False
109649,AZ-2011-7123116,2011-09-27,1138,163,1,Economy,4,,122.0,52.0,1657,True
108419,AZ-2011-2118516,2011-06-07,775,316,1,Economy,3,,145.0,45.0,1746,False
109077,AZ-2014-6819161,2014-08-06,978,637,1,Economy,6,,79.0,5.0,1054,True
107579,BN-2011-2819714,2011-01-04,586,578,1,Economy,2,0.5,17.0,-1.0,1568,True
112035,AZ-2014-6019807,2014-05-20,1677,371,3,Priority,2,,72.0,16.0,1955,True
106540,AZ-2011-8427293,2011-11-03,327,116,2,Economy Plus,4,,1207.0,109.0,1625,False
107332,AZ-2013-6062232,2013-11-04,528,316,3,Economy,2,0.5,47.0,-17.0,1224,True
110267,AZ-2012-1210526,2012-09-21,1307,428,2,Economy,3,,45.0,18.0,1648,False
105809,BN-2012-8414953,2012-08-23,251,100,1,Economy,7,0.1,338.0,-8.0,1168,True
110369,BN-2014-3476090,2014-10-31,1335,82,1,Economy Plus,2,0.1,221.0,-15.0,1168,False
108793,AZ-2013-1283973,2013-07-30,891,652,2,Economy,3,,32.0,5.0,1788,True
110531,AZ-2012-5605130,2012-06-19,1369,286,3,Immediate,5,0.1,138.0,-12.0,1205,False
110544,BN-2013-9290481,2013-01-29,1371,54,3,Economy,3,0.5,46.0,-39.0,1745,False
110274,BN-2014-7571614,2014-11-11,1309,30,3,Economy,4,0.5,34.0,-6.0,1990,False
108954,AZ-2011-823697,2011-03-14,944,469,3,Economy Plus,6,0.1,3070.0,1364.0,1581,True
107618,BN-2013-2678087,2013-11-09,595,147,2,Economy,4,0.5,396.0,-317.0,1588,False
106369,AZ-2013-708571,2013-11-30,306,412,3,Economy,2,,53.0,22.0,1131,False
111305,AZ-2014-1914770,2014-11-06,1539,343,1,Priority,2,,92.0,42.0,1627,True
112089,BN-2013-6614277,2013-09-16,1694,681,3,Economy,9,0.5,192.0,-108.0,1463,False
107038,BN-2014-4787383,2014-06-18,445,446,3,Economy Plus,4,0.5,100.0,-58.0,1879,False
107128,AZ-2011-1406494,2011-12-26,462,456,1,Economy,2,,364.0,142.0,1400,False
112324,BN-2014-2531975,2014-03-19,1735,593,2,Economy,4,0.1,85.0,-9.0,1048,True
107369,AZ-2014-3938164,2014-09-15,537,160,3,Priority,3,0.2,46.0,9.0,1847,True
112132,AZ-2012-5728837,2012-12-14,1703,595,3,Economy Plus,4,,52.0,1.0,1572,False
107393,AZ-2013-8667063,2013-02-18,546,495,2,Economy,2,,48.0,13.0,1969,True
109283,AZ-2012-1714781,2012-06-22,1008,52,3,Economy,3,0.1,467.0,-26.0,1598,True
110438,AZ-2014-526283,2014-05-15,1358,430,2,Economy,1,0.4,73.0,5.0,1643,False
108305,AZ-2014-3774339,2014-01-08,743,671,3,Economy,2,,95.0,47.0,1120,False
109754,AZ-2013-9992531,2013-09-04,1169,112,3,Economy,6,0.1,386.0,-26.0,1320,True
108192,AZ-2013-8859377,2013-07-22,720,194,2,Economy Plus,8,0.1,420.0,159.0,1839,False
104893,AZ-2012-5846737,2012-02-29,21,683,3,Economy,5,,43.0,7.0,1439,False
107925,AZ-2013-6593981,2013-11-22,674,355,3,Economy,5,,276.0,80.0,1838,True
110371,AZ-2014-9575428,2014-06-10,1336,361,2,Economy,6,0.1,648.0,50.0,1636,True
110549,BN-2014-3197989,2014-08-08,1372,577,1,Economy Plus,2,0.5,30.0,-23.0,1200,False
105919,AZ-2014-8308689,2014-09-17,261,327,3,Economy,2,,55.0,4.0,1646,True
106917,AZ-2012-8926364,2012-06-21,432,186,3,Economy,5,,144.0,65.0,1349,False
108175,AZ-2014-3851368,2014-10-30,718,373,1,Economy,2,,413.0,186.0,1989,False
111247,AZ-2011-7043718,2011-02-02,1533,547,2,Economy Plus,4,,116.0,13.0,1243,False
110926,AZ-2013-8017533,2013-11-19,1465,766,3,Economy,4,0.2,469.0,182.0,1804,False
107810,BN-2014-9936235,2014-01-22,642,753,1,Economy,2,,65.0,17.0,1830,False
112715,BN-2014-4795126,2014-03-14,1795,467,3,Economy,4,0.5,53.0,-18.0,1288,False
109605,AZ-2014-1647261,2014-06-21,1119,631,3,Economy Plus,3,,76.0,14.0,1956,False
106485,BN-2011-1490837,2011-10-12,317,391,3,Economy,5,,243.0,104.0,1285,True
105544,AZ-2013-7788817,2013-02-14,169,148,1,Economy Plus,3,,151.0,9.0,1867,True
105656,AZ-2014-604264,2014-08-23,188,598,1,Priority,5,,46.0,14.0,1703,True
107928,BN-2011-8234232,2011-05-10,675,407,1,Economy Plus,4,0.5,39.0,-17.0,1200,False
107201,AZ-2014-1473888,2014-11-21,483,415,1,Economy,2,,133.0,1.0,1303,True
105342,AZ-2012-451470,2012-08-29,143,12,3,Priority,11,,719.0,273.0,1956,True
109471,AZ-2011-8743509,2011-03-29,1074,251,3,Priority,2,,38.0,3.0,1179,True
109461,AZ-2011-8123773,2011-11-30,1071,784,2,Economy,8,,82.0,20.0,1806,True
105640,AZ-2011-7779959,2011-12-15,185,521,1,Economy,4,0.1,24.0,4.0,1168,False
105010,AZ-2014-6975089,2014-04-10,53,467,3,Economy Plus,3,,89.0,36.0,1612,True
105767,AZ-2013-674584,2013-03-28,231,210,2,Economy,3,,174.0,54.0,1839,True
107422,AZ-2013-6875037,2013-07-03,554,406,2,Economy,1,,18.0,5.0,1149,False
107972,BN-2013-8437019,2013-06-04,690,394,1,Economy,5,,1533.0,506.0,1372,True
109108,AZ-2014-9653961,2014-11-27,981,605,3,Economy,5,,70.0,26.0,1121,True
107620,BN-2014-3999779,2014-09-02,595,268,3,Economy Plus,6,0.1,1069.0,,1131,True
107504,AZ-2011-6634822,2011-08-21,574,326,2,Immediate,1,,57.0,25.0,1149,True
105659,BN-2011-5624168,2011-10-20,189,158,3,Economy,3,0.1,30.0,4.0,1320,True
111118,AZ-2013-112796,2013-08-29,1520,420,2,Economy,4,,203.0,26.0,1117,False
111670,AZ-2013-2276631,2013-08-29,1615,360,2,Economy,2,,21.0,6.0,1811,True
104727,AZ-2014-9876300,2014-08-09,2,560,3,Economy,4,,126.0,52.0,1306,True
105832,AZ-2011-8642559,2011-11-15,253,49,3,Priority,3,,165.0,58.0,1938,False
110801,BN-2011-9771202,2011-06-02,1428,309,3,Economy Plus,3,0.1,1253.0,-42.0,1924,False
112585,AZ-2012-6280455,2012-08-03,1774,127,2,Economy Plus,2,,26.0,8.0,1531,False
111710,AZ-2012-5862496,2012-07-24,1623,555,3,Economy,3,0.1,130.0,52.0,1367,False
107922,AZ-2013-3301955,2013-12-31,673,125,3,Priority,2,,118.0,13.0,1793,True
109224,AZ-2013-9151069,2013-05-01,994,336,1,Economy,3,,25.0,9.0,1794,False
106034,AZ-2013-3127336,2013-11-22,272,649,3,Economy,6,,294.0,147.0,1135,False
105494,AZ-2014-9133960,2014-08-20,164,790,3,Economy,5,,62.0,6.0,1793,True
112575,AZ-2014-3706282,2014-08-21,1773,669,3,Economy,5,,73.0,3.0,1228,True
112078,AZ-2013-8689698,2013-07-08,1690,779,3,Economy Plus,8,,385.0,35.0,1793,True
108734,BN-2013-2488199,2013-06-22,871,641,3,Economy,3,0.2,383.0,-5.0,1024,False
108531,AZ-2013-4982500,2013-11-15,812,105,3,Priority,5,0.1,256.0,57.0,1939,True
105148,BN-2011-553410,2011-05-21,88,345,3,Economy Plus,2,0.5,11.0,-8.0,1150,False
